"Estacion","Fecha inicial","Fecha final","PM2.5"
"CAJICA - UMNG","2025-04-09","","11.38666667"
"CAJICA - UMNG","2025-04-08","","10.3225"
"CAJICA - UMNG","2025-04-07","","10.62833333"
"CAJICA - UMNG","2025-04-06","","7.27666667"
"CAJICA - UMNG","2025-04-05","","8.15"
"CAJICA - UMNG","2025-04-04","","7.97833333"
"CAJICA - UMNG","2025-04-03","","14.47666667"
"CAJICA - UMNG","2025-04-02","","18.26916667"
"CAJICA - UMNG","2025-04-01","","18.34125"
"CAJICA - UMNG","2025-03-31","","11.2325"
"CAJICA - UMNG","2025-03-30","","15.0725"
"CAJICA - UMNG","2025-03-29","","28.27636364"
"CAJICA - UMNG","2025-03-28","","27.60565217"
"CAJICA - UMNG","2025-02-13","","14.29142857"
"CAJICA - UMNG","2025-02-12","","18.70083333"
"CAJICA - UMNG","2025-02-11","","12.4925"
"CAJICA - UMNG","2025-02-10","","15.84166667"
"CAJICA - UMNG","2025-02-09","","20.1175"
"CAJICA - UMNG","2025-02-08","","19.18041667"
"CAJICA - UMNG","2025-02-07","","18.0525"
"CAJICA - UMNG","2025-02-06","","15.26541667"
"CAJICA - UMNG","2025-02-05","","29.6025"
"CAJICA - UMNG","2025-01-23","","20.02583333"
"CAJICA - UMNG","2025-01-22","","11.57291667"
"CAJICA - UMNG","2025-01-21","","13.52958333"
"CAJICA - UMNG","2025-01-20","","16.67625"
"CAJICA - UMNG","2025-01-19","","14.15875"
"CAJICA - UMNG","2025-01-18","","11.38625"
"CAJICA - UMNG","2025-01-17","","20.78208333"
"CAJICA - UMNG","2025-01-16","","19.49666667"
"CAJICA - UMNG","2025-01-15","","18.57208333"
"CAJICA - UMNG","2025-01-14","","21.36583333"
"CAJICA - UMNG","2025-01-13","","17.52416667"
"CAJICA - UMNG","2025-01-12","","15.24791667"
"CAJICA - UMNG","2025-01-11","","16.47083333"
"CAJICA - UMNG","2025-01-10","","20.3225"
"CAJICA - UMNG","2025-01-09","","13.64666667"
"CAJICA - UMNG","2025-01-08","","14.03291667"
"CAJICA - UMNG","2025-01-07","","14.38041667"
"CAJICA - UMNG","2025-01-06","","9.79875"
"CAJICA - UMNG","2025-01-05","","9.36166667"
"CAJICA - UMNG","2025-01-04","","10.61666667"
"CAJICA - UMNG","2025-01-03","","11.49458333"
"CAJICA - UMNG","2025-01-02","","13.32"
"CAJICA - UMNG","2025-01-01","","21.46090909"
"CAJICA - UMNG","2024-12-31","","19.26681818"
"CAJICA - UMNG","2024-12-30","","12.2832"
"CAJICA - UMNG","2024-12-29","","11.22916667"
"CAJICA - UMNG","2024-12-28","","15.30333333"
"CAJICA - UMNG","2024-12-27","","16.78583333"
"CAJICA - UMNG","2024-12-26","","15.07333333"
"CAJICA - UMNG","2024-12-25","","17.71416667"
"CAJICA - UMNG","2024-12-24","","14.71625"
"CAJICA - UMNG","2024-12-23","","10.285"
"CAJICA - UMNG","2024-12-22","","12.10833333"
"CAJICA - UMNG","2024-12-21","","18.9775"
"CAJICA - UMNG","2024-12-20","","11.4825"
"CAJICA - UMNG","2024-12-19","","15.41458333"
"CAJICA - UMNG","2024-12-18","","10.50958333"
"CAJICA - UMNG","2024-12-17","","14.64541667"
"CAJICA - UMNG","2024-12-16","","14.75583333"
"CAJICA - UMNG","2024-12-15","","24.0925"
"CAJICA - UMNG","2024-12-14","","22.90833333"
"CAJICA - UMNG","2024-12-13","","27.43458333"
"CAJICA - UMNG","2024-12-12","","27.15125"
"CAJICA - UMNG","2024-12-11","","17.59"
"CAJICA - UMNG","2024-12-10","","18.33166667"
"CAJICA - UMNG","2024-12-09","","14.24"
"CAJICA - UMNG","2024-12-08","","22.75291667"
"CAJICA - UMNG","2024-12-07","","22.28541667"
"CAJICA - UMNG","2024-12-06","","22.35416667"
"CAJICA - UMNG","2024-12-05","","20.17625"
"CAJICA - UMNG","2024-12-04","","12.34583333"
"CAJICA - UMNG","2024-12-03","","15.15166667"
"CAJICA - UMNG","2024-12-02","","14.13291667"
"CAJICA - UMNG","2024-12-01","","12.11666667"
"CAJICA - UMNG","2024-11-30","","18.59625"
"CAJICA - UMNG","2024-11-29","","11.82083333"
"CAJICA - UMNG","2024-11-28","","14.04125"
"CAJICA - UMNG","2024-11-27","","19.98875"
"CAJICA - UMNG","2024-11-26","","17.645"
"CAJICA - UMNG","2024-11-25","","12.08958333"
"CAJICA - UMNG","2024-11-24","","9.30125"
"CAJICA - UMNG","2024-11-23","","8.27041667"
"CAJICA - UMNG","2024-11-22","","9.81625"
"CAJICA - UMNG","2024-11-19","","7.5075"
"CAJICA - UMNG","2024-11-18","","13.01954545"
"CAJICA - UMNG","2024-11-17","","8.29458333"
"CAJICA - UMNG","2024-11-16","","8.53875"
"CAJICA - UMNG","2024-11-15","","11.12958333"
"CAJICA - UMNG","2024-11-14","","12.19083333"
"CAJICA - UMNG","2024-11-13","","9.54208333"
"CAJICA - UMNG","2024-11-12","","14.84791667"
"CAJICA - UMNG","2024-11-11","","11.57083333"
"CAJICA - UMNG","2024-11-10","","7.83666667"
"CAJICA - UMNG","2024-11-09","","5.77"
"CAJICA - UMNG","2024-11-08","","7.41375"
"CAJICA - UMNG","2024-11-07","","7.155"
"CAJICA - UMNG","2024-11-06","","5.28666667"
"CAJICA - UMNG","2024-11-05","","6.6675"
"CAJICA - UMNG","2024-11-04","","5.17666667"
"CAJICA - UMNG","2024-11-03","","13.26875"
"CAJICA - UMNG","2024-11-02","","11.20208333"
"CAJICA - UMNG","2024-11-01","","13.08"
"CAJICA - UMNG","2024-10-31","","11.22958333"
"CAJICA - UMNG","2024-10-30","","5.90958333"
"CAJICA - UMNG","2024-10-29","","12.68958333"
"CAJICA - UMNG","2024-10-28","","9.29833333"
"CAJICA - UMNG","2024-10-27","","8.12458333"
"CAJICA - UMNG","2024-10-26","","7.75458333"
"CAJICA - UMNG","2024-10-25","","9.42333333"
"CAJICA - UMNG","2024-10-24","","6.67083333"
"CAJICA - UMNG","2024-10-23","","5.95958333"
"CAJICA - UMNG","2024-10-22","","15.27416667"
"CAJICA - UMNG","2024-10-21","","16.90416667"
"CAJICA - UMNG","2024-10-20","","11.88958333"
"CAJICA - UMNG","2024-10-19","","15.6725"
